"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	43
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	90
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	64
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	24
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	120
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	112
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	203
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	37
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	185
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	38
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	205
	"All Invasive Cancer Sites Combined"	"0"	"Toledo, OH"	"45780"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	53
