"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	33
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	89
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	45
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	110
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	72
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	158
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	172
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	203
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	217
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	230
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	202
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	239
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	154
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	197
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	124
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	156
	"All Invasive Cancer Sites Combined"	"0"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	146
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	26
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	27
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	69
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	44
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	88
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	89
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	141
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	144
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	154
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	212
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	178
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	207
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	161
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	208
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	124
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	142
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	89
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	83
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	95
	"All Invasive Cancer Sites Combined"	"0"	"Lansing-East Lansing, MI"	"29620"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	78
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	16
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	21
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	28
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	24
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	39
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	29
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	31
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	24
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	51
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	25
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	39
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	31
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	29
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	34
	"Digestive System"	"21010-21130"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	35
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	23
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	20
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	25
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	43
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	27
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	27
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	19
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	38
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	30
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	20
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	16
	"Digestive System"	"21010-21130"	"Lansing-East Lansing, MI"	"29620"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	23
	"Colon and Rectum"	"21041-21052"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	27
	"Colon and Rectum"	"21041-21052"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	16
	"Colon and Rectum"	"21041-21052"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	18
	"Colon and Rectum"	"21041-21052"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	21
	"Colon and Rectum"	"21041-21052"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"Colon and Rectum"	"21041-21052"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	16
	"Colon excluding Rectum"	"21041-21049"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	23
	"Colon excluding Rectum"	"21041-21049"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	17
	"Pancreas"	"21100"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	18
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	22
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	19
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	23
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	25
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	37
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	34
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	34
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	30
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	29
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	20
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	16
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	22
	"Respiratory System"	"22010-22060"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	23
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	28
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	25
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	21
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	24
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	22
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	25
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	32
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	41
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	27
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	26
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	21
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	16
	"Respiratory System"	"22010-22060"	"Lansing-East Lansing, MI"	"29620"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	17
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	20
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	19
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	25
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	34
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	34
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	31
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	27
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	25
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	20
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lancaster, PA"	"29540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	20
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	27
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	22
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	24
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	31
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	38
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	26
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	24
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	21
	"Lung and Bronchus"	"22030"	"Lansing-East Lansing, MI"	"29620"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	17
	"Skin excluding Basal and Squamous"	"25010-25020"	"Lancaster, PA"	"29540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	19
	"Skin excluding Basal and Squamous"	"25010-25020"	"Lancaster, PA"	"29540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	18
