"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	32
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	23
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	45
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	66
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	59
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	35
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	108
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	24
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	93
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	66
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	160
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	112
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	91
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	282
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	162
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	135
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	467
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	39
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	50
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	217
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	153
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	739
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	43
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	104
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	395
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	20
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	279
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	1034
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	52
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	206
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	829
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	67
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	320
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	1272
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	51
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	324
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	1193
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	85
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	375
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	1455
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	74
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	413
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1656
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	103
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	368
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	1867
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	84
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	459
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	2187
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	190
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	265
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	1817
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	83
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	342
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	2179
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	187
	"All Invasive Cancer Sites Combined"	"0"	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	236
