"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	35
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	34
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	41
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	119
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	76
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	203
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	177
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	245
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	270
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	305
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	24
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	376
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	338
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	482
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	334
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	375
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	258
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	277
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	170
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	204
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	180
	"All Invasive Cancer Sites Combined"	"0"	"Knoxville, TN"	"28940"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	23
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	36
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	103
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	30
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	135
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	106
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	188
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	141
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	214
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	37
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	221
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	310
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	347
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	289
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	328
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	208
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	277
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	145
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	178
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	112
	"All Invasive Cancer Sites Combined"	"0"	"Lakeland-Winter Haven, FL"	"29460"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	150
	"Oral Cavity and Pharynx"	"20010-20100"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	17
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	16
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	28
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	35
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	36
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	56
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	33
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	59
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	53
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	81
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	45
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	71
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	41
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	44
	"Digestive System"	"21010-21130"	"Knoxville, TN"	"28940"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	31
