"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	35
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	90
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	52
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	153
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	140
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	196
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	248
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	231
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	323
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	267
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	391
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	253
	"All Invasive Cancer Sites Combined"	"0"	"Syracuse, NY"	"45060"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	16
