"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	40
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	60
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	92
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	40
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	143
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	172
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	172
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	191
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	189
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	257
	"All Invasive Cancer Sites Combined"	"0"	"Colorado Springs, CO"	"17820"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	155
