"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	38
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	47
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	73
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	54
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	38
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	119
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	75
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	60
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	177
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	92
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	87
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	285
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	59
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	155
	"All Invasive Cancer Sites Combined"	"0"	"Detroit-Warren-Dearborn, MI"	"19820"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	183
