"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	53
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	41
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	86
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	50
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	132
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	66
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	197
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	109
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	39
	"All Invasive Cancer Sites Combined"	"0"	"Las Vegas-Henderson-Paradise, NV"	"29820"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	274
