"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	47
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	70
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	95
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	54
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	131
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	95
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	167
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	150
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	161
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	179
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	199
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	277
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	165
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	234
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	192
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	106
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	117
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	121
	"All Invasive Cancer Sites Combined"	"0"	"El Paso, TX"	"21340"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	96
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	47
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	42
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	57
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	44
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	52
	"All Invasive Cancer Sites Combined"	"0"	"Fayetteville, NC"	"22180"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	69
