"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	97
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	62
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	30
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	160
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	75
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	45
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	284
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	150
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	58
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	357
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	63
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	292
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	20
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	88
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	521
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	100
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	557
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	23
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	71
	"All Invasive Cancer Sites Combined"	"0"	"Columbus, OH"	"18140"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	536
