"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	23
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	33
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	44
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	64
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	41
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	128
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	172
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	117
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	268
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Tulsa, OK"	"46140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	221
