"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	63
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	31
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	126
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	86
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	71
	"All Invasive Cancer Sites Combined"	"0"	"Charleston-North Charleston, SC"	"16700"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	171
