"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	29
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	51
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	100
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	45
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	133
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	110
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	220
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	187
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	31
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	296
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	21
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	343
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	23
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	413
	"All Invasive Cancer Sites Combined"	"0"	"North Port-Sarasota-Bradenton, FL"	"35840"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	23
