"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	29
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	56
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	23
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	108
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	61
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	162
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	99
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	207
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	207
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	313
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	276
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	323
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	335
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	265
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	261
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	193
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	215
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	136
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	162
	"All Invasive Cancer Sites Combined"	"0"	"Albuquerque, NM"	"10740"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	143
