"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	29
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	28
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	41
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	47
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	80
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	59
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	88
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	50
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	58
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	114
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	190
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	84
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	141
	"All Invasive Cancer Sites Combined"	"0"	"New Orleans-Metairie, LA"	"35380"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	158
