"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	44
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	36
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	87
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	105
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	61
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	184
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	115
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	46
	"All Invasive Cancer Sites Combined"	"0"	"Louisville-Jefferson County, KY-IN"	"31140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	250
