"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	51
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	122
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	53
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	147
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	124
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	45
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	230
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	46
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	179
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	275
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	48
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	275
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	48
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	335
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	60
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	341
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"All Invasive Cancer Sites Combined"	"0"	"Dayton-Kettering, OH"	"19430"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	238
