"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	32
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	32
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	87
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	118
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	63
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	181
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	83
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	45
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	278
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	171
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	74
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	399
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	55
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	320
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	96
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	479
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	100
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	511
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	107
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	525
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	122
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	661
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	91
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	628
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	131
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	764
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	55
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	555
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	59
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	648
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	56
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	413
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	50
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	456
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	35
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	340
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	341
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	35
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	329
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"All Invasive Cancer Sites Combined"	"0"	"Indianapolis-Carmel-Anderson, IN"	"26900"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	298
