"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	27
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	77
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	104
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	158
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	89
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	219
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	151
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	283
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	45
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	301
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	38
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	345
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	55
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	381
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	46
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	377
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	484
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	355
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	35
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	384
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	255
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	335
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	211
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	238
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	202
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma City, OK"	"36420"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	191
	"All Invasive Cancer Sites Combined"	"0"	"Omaha-Council Bluffs, NE-IA"	"36540"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	29
	"All Invasive Cancer Sites Combined"	"0"	"Omaha-Council Bluffs, NE-IA"	"36540"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	64
