"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	94
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	36
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	111
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	95
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	181
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	169
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	204
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	233
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	256
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	289
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	215
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	253
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	184
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	197
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	156
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	151
	"All Invasive Cancer Sites Combined"	"0"	"Portland-South Portland, ME"	"38860"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	112
	"All Invasive Cancer Sites Combined"	"0"	"Portland-Vancouver-Hillsboro, OR-WA"	"38900"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Portland-Vancouver-Hillsboro, OR-WA"	"38900"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Portland-Vancouver-Hillsboro, OR-WA"	"38900"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Portland-Vancouver-Hillsboro, OR-WA"	"38900"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	23
