"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	52
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	38
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	76
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	52
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	126
	"All Invasive Cancer Sites Combined"	"0"	"Orlando-Kissimmee-Sanford, FL"	"36740"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	19
