"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	50
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	26
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	58
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	26
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	86
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	44
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	122
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	76
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	202
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	176
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	218
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Grand Rapids-Wyoming, MI"	"24340"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	248
