"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	38
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	85
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	80
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	137
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	110
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	191
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	105
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	277
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	126
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	493
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	238
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	73
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	660
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	44
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	500
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	58
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	883
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	72
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	810
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	26
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	71
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	1007
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	85
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1132
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	34
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	56
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	1118
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	101
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	1345
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	41
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	41
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	990
	"All Invasive Cancer Sites Combined"	"0"	"Seattle-Tacoma-Bellevue, WA"	"42660"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	60
