"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	32
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	31
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	75
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	24
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	67
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	130
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	47
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	85
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	110
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	185
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	103
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	131
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	111
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	253
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	137
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	244
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	134
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	296
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	248
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	333
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	131
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	369
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	205
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	450
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	98
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	290
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	148
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	328
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	86
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	230
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	69
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	232
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	52
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	172
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	53
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	167
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	65
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	234
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	35
	"All Invasive Cancer Sites Combined"	"0"	"Richmond, VA"	"40060"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	167
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	25
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	52
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	86
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	72
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	154
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	78
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	205
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	103
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	26
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	310
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	120
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	30
	"All Invasive Cancer Sites Combined"	"0"	"Riverside-San Bernardino-Ontario, CA"	"40140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	403
