"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	27
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	55
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	27
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	52
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	145
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	97
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	31
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	253
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	192
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	300
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	55
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	342
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	38
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	412
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	53
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	489
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	50
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	412
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	64
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	507
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	408
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	44
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	478
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	307
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	37
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	352
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	257
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	263
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	301
	"All Invasive Cancer Sites Combined"	"0"	"Rochester, NY"	"40380"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	311
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	28
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	33
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	77
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	33
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	108
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	37
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	148
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	85
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	235
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	145
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	30
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	380
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	29
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	280
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	477
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	55
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	457
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	54
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	539
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	67
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	647
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	53
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	730
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	69
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	808
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	17
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	33
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	588
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	39
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	671
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	517
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	31
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	511
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	391
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	392
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	472
	"All Invasive Cancer Sites Combined"	"0"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	406
	"Oral Cavity and Pharynx"	"20010-20100"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	18
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	22
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	29
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	33
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	30
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	64
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	50
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	84
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	53
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	70
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	59
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	61
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	61
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	52
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	63
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	52
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	76
	"Digestive System"	"21010-21130"	"Rochester, NY"	"40380"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	55
	"Digestive System"	"21010-21130"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	16
	"Digestive System"	"21010-21130"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	38
	"Digestive System"	"21010-21130"	"Sacramento-Roseville-Arden-Arcade, CA"	"40900"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	29
