"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	32
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	31
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	67
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	111
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	75
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	44
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	170
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	37
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	145
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	34
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	236
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	63
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	227
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	45
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	256
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	56
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	324
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	53
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	339
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	63
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	406
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	263
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	36
	"All Invasive Cancer Sites Combined"	"0"	"Greenville-Anderson-Mauldin, SC"	"24860"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	350
