"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	39
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	20
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	24
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	47
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	34
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	57
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	50
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	87
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	34
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	67
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	60
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	130
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	79
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	139
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	99
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	201
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	131
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	262
	"All Invasive Cancer Sites Combined"	"0"	"Birmingham-Hoover, AL"	"13820"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	124
