"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	16
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	21
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	28
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	62
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	119
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	66
	"All Invasive Cancer Sites Combined"	"0"	"Boston-Cambridge-Newton, MA-NH"	"14460"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	16
