"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	17
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	24
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	59
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	38
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	106
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	50
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	27
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	144
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	17
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	41
	"All Invasive Cancer Sites Combined"	"0"	"Nashville-Davidson-Murfreesboro-Franklin, TN"	"34980"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	228
