"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	22
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	54
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	46
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	39
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	87
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	48
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	60
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	113
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	57
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	87
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	180
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	40
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	81
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	140
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	284
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	76
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	164
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	186
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	452
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	188
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	363
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	241
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	606
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	300
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	617
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	319
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	645
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	341
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	789
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	334
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	771
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	365
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	928
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	216
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	729
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	263
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	770
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	193
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	503
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	150
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	655
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	128
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	440
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	101
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	462
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	136
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	549
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	57
	"All Invasive Cancer Sites Combined"	"0"	"Baltimore-Columbia-Towson, MD"	"12580"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	419
	"All Invasive Cancer Sites Combined"	"0"	"Baton Rouge, LA"	"12940"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Baton Rouge, LA"	"12940"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Baton Rouge, LA"	"12940"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	30
	"All Invasive Cancer Sites Combined"	"0"	"Baton Rouge, LA"	"12940"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	30
