"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	19
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	27
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	66
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	33
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	34
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	67
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	34
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	51
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	112
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	22
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	49
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	74
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	171
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	51
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	97
	"All Invasive Cancer Sites Combined"	"0"	"Virginia Beach-Norfolk-Newport News, VA-NC"	"47260"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	108
