"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	26
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	26
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	63
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	23
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	73
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	152
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	120
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	187
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	165
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	224
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	21
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	278
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	271
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	285
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	238
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	236
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	164
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	169
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	140
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	130
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	173
	"All Invasive Cancer Sites Combined"	"0"	"Springfield, MA"	"44140"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	139
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	29
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	18
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	42
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	28
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	66
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	34
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	106
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	78
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	25
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	134
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	141
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	20
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	140
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	157
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	23
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	175
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	206
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	145
	"All Invasive Cancer Sites Combined"	"0"	"Stockton-Lodi, CA"	"44700"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	22
